,buildId,dynamicIds_0,dynamicIds_1,dynamicIds_2,dynamicIds_3,dynamicIds_4,dynamicIds_5,gssp,isFallback,page,props___N_SSP,props_pageProps_match_isPreMatch,props_pageProps_match_matchInfo___typename,props_pageProps_match_matchInfo_factorId,props_pageProps_match_matchInfo_lastModified,props_pageProps_match_matchInfo_matchStartDate,props_pageProps_match_matchInfo_matchState,props_pageProps_match_matchInfo_matchUrn,props_pageProps_match_matchInfo_prematchWinProbability___typename,props_pageProps_match_matchInfo_prematchWinProbability_team1Winprob,props_pageProps_match_matchInfo_prematchWinProbability_team2Winprob,props_pageProps_match_matchInfo_score___typename,props_pageProps_match_matchInfo_score_team1Score,props_pageProps_match_matchInfo_score_team2Score,props_pageProps_match_matchInfo_team1___typename,props_pageProps_match_matchInfo_team1_abbreviation,props_pageProps_match_matchInfo_team1_factorId,props_pageProps_match_matchInfo_team1_fullName,props_pageProps_match_matchInfo_team1_gameRecord_totalLost,props_pageProps_match_matchInfo_team1_gameRecord_totalWin,props_pageProps_match_matchInfo_team1_powrRanking,props_pageProps_match_matchInfo_team1_teamLogo___typename,props_pageProps_match_matchInfo_team1_teamLogo_darkFlip,props_pageProps_match_matchInfo_team1_teamLogo_darkShadow,props_pageProps_match_matchInfo_team1_teamLogo_logoUrl,props_pageProps_match_matchInfo_team1_teamStandings,props_pageProps_match_matchInfo_team1_teamUrn,props_pageProps_match_matchInfo_team2___typename,props_pageProps_match_matchInfo_team2_abbreviation,props_pageProps_match_matchInfo_team2_factorId,props_pageProps_match_matchInfo_team2_fullName,props_pageProps_match_matchInfo_team2_gameRecord_totalLost,props_pageProps_match_matchInfo_team2_gameRecord_totalWin,props_pageProps_match_matchInfo_team2_powrRanking,props_pageProps_match_matchInfo_team2_teamLogo,props_pageProps_match_matchInfo_team2_teamStandings,props_pageProps_match_matchInfo_team2_teamUrn,props_pageProps_match_matchInfo_tournament___typename,props_pageProps_match_matchInfo_tournament_endDate,props_pageProps_match_matchInfo_tournament_lastModified,props_pageProps_match_matchInfo_tournament_name,props_pageProps_match_matchInfo_tournament_season___typename,props_pageProps_match_matchInfo_tournament_season_seasonFullName,props_pageProps_match_matchInfo_tournament_season_seasonName,props_pageProps_match_matchInfo_tournament_season_seasonUrn,props_pageProps_match_matchInfo_tournament_series___typename,props_pageProps_match_matchInfo_tournament_series_seriesName,props_pageProps_match_matchInfo_tournament_series_seriesUrn,props_pageProps_match_matchInfo_tournament_startDate,props_pageProps_match_matchInfo_tournament_tier,props_pageProps_match_matchInfo_tournament_tierLabel,props_pageProps_match_matchInfo_tournament_titleId,props_pageProps_match_matchInfo_tournament_tournamentUrn,props_pageProps_match_pageState_gameNumber,props_pageProps_match_pageState_hasNoTabParams,props_pageProps_match_pageState_matchId,props_pageProps_match_pageState_postMatchTab,props_pageProps_match_seriesName,props_pageProps_match_team1_championPicks___typename,props_pageProps_match_team1_championPicks_total,props_pageProps_match_team1_championPicks_totalPickCount,props_pageProps_match_team1_picksByPosition_bot___typename,props_pageProps_match_team1_picksByPosition_bot_total,props_pageProps_match_team1_picksByPosition_bot_totalPickCount,props_pageProps_match_team1_picksByPosition_jng___typename,props_pageProps_match_team1_picksByPosition_jng_total,props_pageProps_match_team1_picksByPosition_jng_totalPickCount,props_pageProps_match_team1_picksByPosition_mid___typename,props_pageProps_match_team1_picksByPosition_mid_total,props_pageProps_match_team1_picksByPosition_mid_totalPickCount,props_pageProps_match_team1_picksByPosition_sup___typename,props_pageProps_match_team1_picksByPosition_sup_total,props_pageProps_match_team1_picksByPosition_sup_totalPickCount,props_pageProps_match_team1_picksByPosition_top___typename,props_pageProps_match_team1_picksByPosition_top_total,props_pageProps_match_team1_picksByPosition_top_totalPickCount,props_pageProps_match_team1_teamStats_0_tournamentName,props_pageProps_match_team2_championPicks___typename,props_pageProps_match_team2_championPicks_total,props_pageProps_match_team2_championPicks_totalPickCount,props_pageProps_match_team2_picksByPosition_bot___typename,props_pageProps_match_team2_picksByPosition_bot_total,props_pageProps_match_team2_picksByPosition_bot_totalPickCount,props_pageProps_match_team2_picksByPosition_jng___typename,props_pageProps_match_team2_picksByPosition_jng_total,props_pageProps_match_team2_picksByPosition_jng_totalPickCount,props_pageProps_match_team2_picksByPosition_mid___typename,props_pageProps_match_team2_picksByPosition_mid_total,props_pageProps_match_team2_picksByPosition_mid_totalPickCount,props_pageProps_match_team2_picksByPosition_sup___typename,props_pageProps_match_team2_picksByPosition_sup_total,props_pageProps_match_team2_picksByPosition_sup_totalPickCount,props_pageProps_match_team2_picksByPosition_top___typename,props_pageProps_match_team2_picksByPosition_top_total,props_pageProps_match_team2_picksByPosition_top_totalPickCount,props_pageProps_match_team2_teamStats_0_tournamentName,query_slug_0,query_slug_1,query_slug_2,query_slug_3,runtimeConfig_nextPlausiblePublicProxyOptions_trailingSlash
0,dkRaJ72vUwcb055VqpFXe,10204,98925,43290,79535,72475,95878,True,False,/match/[...slug],True,True,Match,8833568,1685589645,2023-06-12T22:00:00Z,100,esports:match:f1a1d6e9-7880-4d54-bded-abcceed16ee0,PrematchWinProbability,0.42318885689524394,0.576811143104756,MatchScore,0,0,TeamDetails,TACO,2059062,Team Fish Taco,0,0,,TeamLogo,False,False,https://factorassets.global.ssl.fastly.net/teamlogo/esports:team:82b451f3-cff6-4000-af58-a88b5c08f04d/latest.png,,esports:team:82b451f3-cff6-4000-af58-a88b5c08f04d,TeamDetails,DSG,2876102,Disguised,0,0,,,,esports:team:edcf5886-6d10-4e78-970e-da06c12966a6,Tournament,2023-08-14,1685604661,NACL Summer,Season,North America Challengers League 2023,2023,esports:season:d0115601-cd96-4419-920d-d3d69ca4d5c9,Series,North America Challengers League,esports:series:cfbb4de4-4276-4f23-99ef-2fb369527552,2023-06-09,S-Tier,S-Tier,4,esports:tournament:e5cc3788-11c2-486e-95c7-8e24e01d6edb,1,False,8833568,statistics,North America Challengers League,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,Career Average,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,Career Average,8833568,TACO-DSG,1,statistics,False
