,buildId,dynamicIds_0,dynamicIds_1,dynamicIds_2,dynamicIds_3,dynamicIds_4,dynamicIds_5,gssp,isFallback,page,props___N_SSP,props_pageProps_match_isPreMatch,props_pageProps_match_matchInfo___typename,props_pageProps_match_matchInfo_factorId,props_pageProps_match_matchInfo_lastModified,props_pageProps_match_matchInfo_matchStartDate,props_pageProps_match_matchInfo_matchState,props_pageProps_match_matchInfo_matchUrn,props_pageProps_match_matchInfo_prematchWinProbability___typename,props_pageProps_match_matchInfo_prematchWinProbability_team1Winprob,props_pageProps_match_matchInfo_prematchWinProbability_team2Winprob,props_pageProps_match_matchInfo_score___typename,props_pageProps_match_matchInfo_score_team1Score,props_pageProps_match_matchInfo_score_team2Score,props_pageProps_match_matchInfo_team1___typename,props_pageProps_match_matchInfo_team1_abbreviation,props_pageProps_match_matchInfo_team1_factorId,props_pageProps_match_matchInfo_team1_fullName,props_pageProps_match_matchInfo_team1_gameRecord_totalLost,props_pageProps_match_matchInfo_team1_gameRecord_totalWin,props_pageProps_match_matchInfo_team1_powrRanking,props_pageProps_match_matchInfo_team1_teamLogo,props_pageProps_match_matchInfo_team1_teamStandings,props_pageProps_match_matchInfo_team1_teamUrn,props_pageProps_match_matchInfo_team2___typename,props_pageProps_match_matchInfo_team2_abbreviation,props_pageProps_match_matchInfo_team2_factorId,props_pageProps_match_matchInfo_team2_fullName,props_pageProps_match_matchInfo_team2_gameRecord_totalLost,props_pageProps_match_matchInfo_team2_gameRecord_totalWin,props_pageProps_match_matchInfo_team2_powrRanking,props_pageProps_match_matchInfo_team2_teamLogo,props_pageProps_match_matchInfo_team2_teamStandings,props_pageProps_match_matchInfo_team2_teamUrn,props_pageProps_match_matchInfo_tournament___typename,props_pageProps_match_matchInfo_tournament_endDate,props_pageProps_match_matchInfo_tournament_lastModified,props_pageProps_match_matchInfo_tournament_name,props_pageProps_match_matchInfo_tournament_season___typename,props_pageProps_match_matchInfo_tournament_season_seasonFullName,props_pageProps_match_matchInfo_tournament_season_seasonName,props_pageProps_match_matchInfo_tournament_season_seasonUrn,props_pageProps_match_matchInfo_tournament_series___typename,props_pageProps_match_matchInfo_tournament_series_seriesName,props_pageProps_match_matchInfo_tournament_series_seriesUrn,props_pageProps_match_matchInfo_tournament_startDate,props_pageProps_match_matchInfo_tournament_tier,props_pageProps_match_matchInfo_tournament_tierLabel,props_pageProps_match_matchInfo_tournament_titleId,props_pageProps_match_matchInfo_tournament_tournamentUrn,props_pageProps_match_pageState_gameNumber,props_pageProps_match_pageState_hasNoTabParams,props_pageProps_match_pageState_matchId,props_pageProps_match_pageState_postMatchTab,props_pageProps_match_seriesName,props_pageProps_match_team1_championPicks___typename,props_pageProps_match_team1_championPicks_total,props_pageProps_match_team1_championPicks_totalPickCount,props_pageProps_match_team1_picksByPosition_bot___typename,props_pageProps_match_team1_picksByPosition_bot_total,props_pageProps_match_team1_picksByPosition_bot_totalPickCount,props_pageProps_match_team1_picksByPosition_jng___typename,props_pageProps_match_team1_picksByPosition_jng_total,props_pageProps_match_team1_picksByPosition_jng_totalPickCount,props_pageProps_match_team1_picksByPosition_mid___typename,props_pageProps_match_team1_picksByPosition_mid_total,props_pageProps_match_team1_picksByPosition_mid_totalPickCount,props_pageProps_match_team1_picksByPosition_sup___typename,props_pageProps_match_team1_picksByPosition_sup_total,props_pageProps_match_team1_picksByPosition_sup_totalPickCount,props_pageProps_match_team1_picksByPosition_top___typename,props_pageProps_match_team1_picksByPosition_top_total,props_pageProps_match_team1_picksByPosition_top_totalPickCount,props_pageProps_match_team1_teamStats_0_tournamentName,props_pageProps_match_team2_championPicks___typename,props_pageProps_match_team2_championPicks_total,props_pageProps_match_team2_championPicks_totalPickCount,props_pageProps_match_team2_picksByPosition_bot___typename,props_pageProps_match_team2_picksByPosition_bot_total,props_pageProps_match_team2_picksByPosition_bot_totalPickCount,props_pageProps_match_team2_picksByPosition_jng___typename,props_pageProps_match_team2_picksByPosition_jng_total,props_pageProps_match_team2_picksByPosition_jng_totalPickCount,props_pageProps_match_team2_picksByPosition_mid___typename,props_pageProps_match_team2_picksByPosition_mid_total,props_pageProps_match_team2_picksByPosition_mid_totalPickCount,props_pageProps_match_team2_picksByPosition_sup___typename,props_pageProps_match_team2_picksByPosition_sup_total,props_pageProps_match_team2_picksByPosition_sup_totalPickCount,props_pageProps_match_team2_picksByPosition_top___typename,props_pageProps_match_team2_picksByPosition_top_total,props_pageProps_match_team2_picksByPosition_top_totalPickCount,props_pageProps_match_team2_teamStats_0_tournamentName,query_slug_0,query_slug_1,query_slug_2,query_slug_3,runtimeConfig_nextPlausiblePublicProxyOptions_trailingSlash
0,kntQRqR0visXiIlLoZXVQ,10204,98925,43290,79535,72475,95878,True,False,/match/[...slug],True,True,Match,8269318,1674861817,2023-02-02T20:00:00Z,100,esports:match:85b0bc1b-6935-4000-ad30-1ca5f285128a,PrematchWinProbability,0.5133048461174541,0.4866951538825459,MatchScore,0,0,TeamDetails,GK,2093722,Geekay Esports,0,0,,,,esports:team:3ab9dd51-0737-4bed-a558-629acaf9717e,TeamDetails,RAAD,2093735,RAAD,0,0,,,,esports:team:661b70f0-b774-4b4e-b502-e59a481a4f5e,Tournament,2023-04-29,1673895716,Spring,Season,Arabian League 2023,2023,esports:season:6b22061d-d522-4984-8ed4-f153402b9d7c,Series,Arabian League,esports:series:9327c0bf-2331-4f1e-8cbf-cd044214089b,2023-01-22,B-Tier,B-Tier,4,esports:tournament:a2357395-30b7-47e6-ae4d-370d7f32ebac,1,False,8269318,statistics,Arabian League,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,Career Average,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,PaginatedPlayerPicksResponse,0,0,Career Average,8269318,GK-RAAD,1,statistics,False
