,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
69,"
 Kindred",105,105,5%,50,55,48%,3.1,6.0,31:30,7.2,447,395,6.9,167,242
70,"
 Lissandra",133,76,5%,77,56,58%,3.5,7.7,32:02,7.9,443,372,-1.4,-73,-159
71,"
 Fiora",89,97,5%,37,52,42%,2.5,6.2,31:31,8.0,463,403,4.1,193,112
72,"
 Yone",86,71,4%,27,59,31%,2.4,7.6,30:15,8.4,427,397,-5.3,-336,-122
73,"
 Sejuani",117,39,4%,47,70,40%,3.3,7.6,32:00,5.2,298,319,-9.6,-459,-342
74,"
 Hecarim",108,43,4%,45,63,42%,3.0,6.4,32:09,5.9,306,348,1.1,1,55
75,"
 Talon",51,92,4%,31,20,61%,3.1,3.8,30:15,6.6,435,393,6.4,303,295
76,"
 Caitlyn",75,67,4%,38,37,51%,3.7,4.5,31:24,9.1,597,444,8.6,364,79
77,"
 Corki",72,70,4%,40,32,56%,4.1,6.9,31:35,9.2,679,433,3.2,190,1
78,"
 Lillia",83,58,4%,30,53,36%,3.1,5.9,31:14,6.8,489,359,4.3,29,134
79,"
 Bard",84,52,3%,52,32,62%,5.6,6.7,31:06,1.2,214,249,-4.8,-59,251
80,"
 Karthus",56,77,3%,28,28,50%,2.9,4.7,31:17,7.6,732,410,10.4,388,558
81,"
 Cassiopeia",73,59,3%,33,40,45%,2.8,7.7,31:10,8.6,501,413,2.1,-116,-89
82,"
 Fiddlesticks",39,86,3%,26,13,67%,3.4,4.7,30:40,6.1,388,354,4.2,-3,197
83,"
 Sion",81,40,3%,42,39,52%,2.7,7.1,31:00,6.9,364,342,-10.5,-398,-80
84,"
 Samira",70,51,3%,39,31,56%,3.4,8.0,31:34,8.9,471,435,-2.2,-54,-34
85,"
 Qiyana",57,60,3%,32,25,56%,3.1,5.8,30:27,6.3,435,370,-5.1,-85,-103
86,"
 Zac",62,46,3%,33,29,53%,4.2,6.5,31:41,5.3,293,325,-9.9,-434,-120
87,"
 Sivir",73,32,3%,41,32,56%,4.9,7.2,32:37,9.9,554,440,2.3,14,30
88,"
 Nami",70,34,3%,30,40,43%,3.6,4.8,31:02,0.5,184,241,-10.4,-125,-109
89,"
 Vex",44,60,3%,23,21,52%,3.6,5.2,30:08,7.3,595,381,-6.7,-92,-138
90,"
 Morgana",59,43,3%,21,38,36%,3.0,6.5,31:03,3.6,305,294,-5.3,167,75
91,"
 Zed",54,48,3%,27,27,50%,3.3,4.8,29:57,7.1,535,409,3.8,446,293
92,"
 Poppy",59,42,3%,29,30,49%,2.6,7.1,32:36,5.0,280,313,-8,-301,-269
93,"
 Taric",54,45,3%,22,32,41%,3.2,8.3,30:14,1.2,103,236,1.6,57,134
94,"
 Vayne",74,23,2%,35,39,47%,3.3,8.7,31:25,8.8,483,429,0.8,-92,67
95,"
 Kassadin",34,56,2%,19,15,56%,4.4,5.4,31:24,8.3,619,427,-5.5,-76,3
96,"
 RekSai",31,55,2%,17,14,55%,2.4,3.9,33:24,5.3,310,340,-1.8,57,19
97,"
 Tryndamere",30,54,2%,14,16,47%,3.4,5.9,32:42,9.1,421,448,4.8,468,312
98,"
 Pyke",42,36,2%,23,19,55%,2.3,6.6,31:26,1.4,195,300,2,496,-171
99,"
 Amumu",36,37,2%,18,18,50%,1.9,5.8,30:46,1.2,176,240,-0.1,23,97
100,"
 KhaZix",40,30,2%,24,16,60%,3.9,5.5,32:19,6.4,404,370,1.4,-37,-50
101,"
 Urgot",32,36,2%,11,21,34%,2.5,4.9,32:19,7.8,400,399,0.2,212,95
102,"
 Heimerdinger",19,48,2%,11,8,58%,3.3,2.7,31:43,7.8,608,385,-0.5,172,49
103,"
 Blitzcrank",35,28,2%,18,17,51%,2.7,8.4,30:46,1.1,174,241,1.6,-12,8
104,"
 Shen",39,20,1%,16,23,41%,2.7,7.4,30:39,4.8,227,297,-14.8,-893,-190
105,"
 Xerath",36,23,1%,17,19,47%,4.8,6.6,35:15,8.1,775,384,0.1,-52,102
106,"
 Mordekaiser",45,12,1%,24,21,53%,2.4,8.8,33:31,7.5,530,382,1.5,37,143
107,"
 Ekko",30,26,1%,15,15,50%,3.1,6.0,31:19,7.4,444,394,-1.2,122,192
108,"
 Evelynn",11,43,1%,8,3,73%,5.1,4.4,31:12,5.9,564,376,0.2,675,647
109,"
 Zilean",32,17,1%,14,18,44%,4.0,8.6,32:36,1.4,202,245,-5.5,-33,288
110,"
 Ahri",22,26,1%,11,11,50%,4.5,6.1,33:44,7.8,542,382,-1.3,137,120
111,"
 Kayle",15,32,1%,6,9,40%,2.2,3.8,31:35,9.3,422,422,1.8,-387,-13
112,"
 Chogath",32,10,1%,17,15,53%,2.8,8.5,31:22,7.3,372,367,-6.6,-426,-250
113,"
 Taliyah",27,15,1%,11,16,41%,3.1,6.9,30:40,6.4,460,370,1.9,179,110
114,"
 Darius",21,17,1%,11,10,52%,3.2,8.5,31:08,7.8,422,413,22.2,743,468
115,"
 Elise",12,22,1%,4,8,33%,1.7,6.8,28:56,5.0,310,316,-11,-612,-226
116,"
 Lux",26,8,1%,14,12,54%,4.8,4.3,32:56,4.3,540,317,2.2,325,424
117,"
 Malzahar",25,9,1%,14,11,56%,3.6,9.1,32:45,8.1,553,395,-7.6,-367,-102
118,"
 Kled",22,9,1%,8,14,36%,2.3,6.7,31:54,7.3,376,365,-17.6,-628,-752
119,"
 Kayn",19,11,1%,10,9,53%,2.5,7.0,33:10,6.7,401,371,3.2,98,66
120,"
 Katarina",5,23,1%,1,4,20%,2.2,4.6,34:25,6.8,361,354,-20,303,-125
121,"
 Vladimir",18,10,1%,10,8,56%,3.8,7.4,30:27,8.4,523,399,8.6,586,344
122,"
 Riven",13,14,1%,6,7,46%,2.2,6.1,31:09,7.3,375,376,-18.6,-663,-862
123,"
 Shaco",8,19,1%,6,2,75%,7.1,4.2,33:26,5.1,342,335,-12,-156,-301
124,"
 Ivern",2,22,1%,1,1,50%,3.9,2.3,36:44,4.3,224,304,-31,-184,-1429
125,"
 Nasus",17,6,1%,8,9,47%,2.6,2.7,30:41,7.6,539,393,-8,-497,-255
126,"
 Skarner",13,10,1%,7,6,54%,3.9,5.8,32:18,5.3,209,329,2.6,-77,110
127,"
 Akshan",3,20,1%,1,2,33%,3.0,4.4,27:42,7.2,437,417,10,987,1038
128,"
 Maokai",20,1,1%,8,12,40%,1.8,8.0,30:59,2.1,382,239,-5.6,-268,-353
129,"
 Annie",5,14,0%,4,1,80%,5.7,4.9,30:51,6.4,545,381,-4,212,453
130,"
 Twitch",18,1,0%,9,9,50%,3.8,8.0,31:55,8.4,626,430,-0.8,208,89
131,"
 Soraka",9,8,0%,5,4,56%,4.7,7.3,30:45,2.8,187,256,-14.7,-343,-222
132,"
 Pantheon",14,2,0%,9,5,64%,2.5,5.0,32:02,4.8,382,325,9.1,405,163
133,"
 Neeko",9,7,0%,1,8,11%,1.0,8.3,31:12,3.1,296,259,-5.6,-240,-249
134,"
 Anivia",6,8,0%,2,4,33%,2.2,7.4,31:27,8.3,441,397,2.3,405,244
135,"
 Aurelion Sol",3,9,0%,2,1,67%,3.9,5.2,35:21,7.6,455,365,-13.3,-534,-175
136,"
 Brand",6,5,0%,4,2,67%,2.7,5.4,31:22,5.7,522,350,-23.3,182,3
137,"
 Illaoi",2,8,0%,0,2,0%,0.5,2.3,30:00,7.8,583,365,7.5,-1517,-30
138,"
 Nunu",2,7,0%,0,2,0%,2.1,2.3,35:59,5.5,275,299,1,-278,166
139,"
 Swain",7,2,0%,4,3,57%,4.4,7.0,31:26,7.5,603,387,17,606,825
140,"
 VelKoz",7,1,0%,3,4,43%,3.8,2.0,33:39,7.6,573,370,6.3,254,441
141,"
 Vi",6,1,0%,3,3,50%,5.7,8.0,32:35,5.5,230,327,-16.2,-163,-684
142,"
 Quinn",1,4,0%,1,0,100%,15.0,6.5,27:10,8.7,763,448,-8,-234,-542
143,"
 Teemo",2,3,0%,2,0,100%,2.7,4.3,30:27,8.7,582,462,45,1986,902
144,"
 Garen",3,1,0%,1,2,33%,2.5,8.0,31:15,7.3,589,405,-4,-749,-233
145,"
 Veigar",1,3,0%,0,1,0%,1.3,7.7,27:29,7.3,231,337,10,1072,495
146,"
 Shyvana",2,1,0%,0,2,0%,0.9,7.0,27:51,5.9,347,317,0.5,-687,-656
147,"
 Yorick",2,1,0%,0,2,0%,1.0,4.0,36:47,8.8,392,396,-13.5,-392,-378
148,"
 Zyra",1,2,0%,0,1,0%,2.0,3.5,36:41,1.3,780,264,-10,369,531
149,"
 Fizz",2,0,0%,1,1,50%,2.0,-,26:51,7.1,454,389,6,224,382
150,"
 Janna",1,1,0%,0,1,0%,4.5,10.0,39:40,1.3,185,203,-3,352,251
151,"
 Master Yi",0,2,0%,,,,,6.0,,,,,,,
152,"
 Rengar",2,0,0%,0,2,0%,2.3,-,30:33,6.2,393,329,9.5,861,10
153,"
 Singed",2,0,0%,1,1,50%,3.1,-,32:03,6.9,423,341,-24.5,104,-136
154,"
 Warwick",1,1,0%,0,1,0%,0.6,5.0,24:10,3.8,369,270,-9,-1629,-512
155,"
 Rammus",0,1,0%,,,,,6.0,,,,,,,
156,"
 Sona",0,1,0%,,,,,8.0,,,,,,,
157,"
 Zeri",0,0,0%,,,,,-,,,,,,,
158,"
 Renata Glasc",0,0,0%,,,,,-,,,,,,,
159,"
 Belveth",0,0,0%,,,,,-,,,,,,,
160,"
 Nilah",0,0,0%,,,,,-,,,,,,,
