,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
88,"
 Blitzcrank",57,32,2%,33,24,58%,2.6,7.5,31:20,1.1,171,241,1.6,-4,-31
89,"
 Draven",33,53,2%,17,16,52%,3.8,5.3,33:29,8.4,571,469,9.2,737,233
90,"
 Lissandra",48,34,2%,32,16,67%,3.6,8.3,32:06,8.0,429,375,3.1,11,-19
91,"
 Talon",29,50,2%,14,15,48%,2.5,4.5,31:58,7.0,385,381,-0.2,-328,72
92,"
 Kassadin",23,54,2%,12,11,52%,4.6,5.6,32:44,8.8,587,425,-2.7,-144,67
93,"
 Darius",27,49,2%,14,13,52%,2.5,7.6,32:38,7.6,390,398,7.7,479,35
94,"
 Janna",35,39,2%,15,20,43%,3.7,6.0,34:26,0.7,82,230,-35.8,-858,-1117
95,"
 Qiyana",32,42,2%,13,19,41%,2.8,3.6,33:25,6.5,451,373,-0.8,-54,62
96,"
 Vayne",50,20,2%,20,30,40%,2.4,8.5,30:27,8.5,462,415,2.6,-118,3
97,"
 Ashe",52,16,2%,22,30,42%,4.0,6.6,31:57,8.4,476,401,-2.6,-85,-63
98,"
 Evelynn",14,54,2%,10,4,71%,3.9,2.9,27:46,6.0,487,374,3.9,116,569
99,"
 Cassiopeia",36,28,2%,15,21,42%,3.0,4.7,33:00,8.5,515,408,4.5,-101,-78
100,"
 Soraka",39,25,2%,18,21,46%,3.7,4.6,29:30,3.7,170,277,-19.4,-627,-169
101,"
 Shen",38,21,2%,17,21,45%,3.8,7.5,31:21,5.2,280,316,-14.8,-583,-188
102,"
 Riven",24,31,1%,6,18,25%,1.7,3.8,31:57,8.2,328,393,-7,-354,-413
103,"
 KhaZix",18,35,1%,12,6,67%,4.0,3.9,31:48,6.0,458,386,1.8,3,127
104,"
 Zed",30,22,1%,19,11,63%,3.7,7.2,33:09,7.2,448,398,2.3,125,297
105,"
 Ekko",13,37,1%,6,7,46%,2.7,4.9,28:17,8.2,501,433,6.8,795,392
106,"
 Twitch",32,17,1%,18,14,56%,3.6,3.8,33:22,8.1,619,429,-13.2,-622,-122
107,"
 Vladimir",30,15,1%,12,18,40%,2.8,7.3,33:56,8.0,576,387,3.8,100,204
108,"
 Sejuani",38,6,1%,14,24,37%,2.5,4.0,30:04,5.7,307,332,-5.1,-158,-107
109,"
 Bard",33,9,1%,19,14,58%,3.7,7.1,32:03,1.0,203,245,-16.3,-249,-250
110,"
 Dr. Mundo",24,17,1%,13,11,54%,2.7,8.6,33:31,7.7,568,369,-3,-178,-19
111,"
 Kindred",24,12,1%,15,9,63%,3.8,7.3,29:17,7.1,462,412,12.7,863,713
112,"
 Ivern",19,13,1%,11,8,58%,3.8,4.6,29:03,5.1,191,302,-20.4,-924,-461
113,"
 VelKoz",15,16,1%,11,4,73%,5.1,5.3,33:13,7.8,697,411,4.7,122,57
114,"
 Morgana",21,7,1%,11,10,52%,3.9,6.9,30:54,0.7,243,253,-10.8,352,201
115,"
 Nasus",18,10,1%,8,10,44%,1.9,8.6,30:05,5.1,421,330,-18.7,-998,-428
116,"
 Lillia",17,11,1%,9,8,53%,3.5,6.9,32:08,6.8,438,376,15.4,509,308
117,"
 Sona",21,6,1%,11,10,52%,4.3,7.2,30:07,1.1,156,247,-6.6,-21,243
118,"
 Annie",6,20,1%,2,4,33%,2.8,3.3,31:37,7.1,497,362,11.2,-86,-483
119,"
 Chogath",20,6,1%,10,10,50%,2.1,7.8,32:10,7.4,382,364,-5.9,-355,-212
120,"
 Mordekaiser",19,7,1%,8,11,42%,1.9,7.6,31:39,7.7,470,378,-0.6,32,69
121,"
 Taric",19,4,1%,7,12,37%,2.7,8.0,31:22,1.2,76,230,2,-162,-24
122,"
 Shyvana",17,3,1%,6,11,35%,2.8,4.3,33:31,7.6,506,387,12.2,211,551
123,"
 Kled",4,15,1%,4,0,100%,5.4,3.8,35:44,7.8,503,436,-9,104,90
124,"
 KogMaw",14,3,0%,6,8,43%,2.5,9.7,29:31,8.5,566,399,3.7,-7,-5
125,"
 Malzahar",12,5,0%,7,5,58%,3.6,8.2,31:20,8.0,436,382,-7.4,-332,272
126,"
 Sivir",15,2,0%,8,7,53%,3.1,9.5,30:58,9.6,462,417,3.6,-184,60
127,"
 Kayn",14,1,0%,4,10,29%,2.4,8.0,30:38,6.4,493,395,-0.5,-40,-214
128,"
 Zac",10,3,0%,5,5,50%,3.6,9.0,30:46,3.8,286,305,-9.5,-291,-281
129,"
 Heimerdinger",3,8,0%,1,2,33%,1.4,2.9,32:11,7.8,488,363,3,-86,556
130,"
 Rengar",4,7,0%,3,1,75%,4.4,2.0,29:42,7.3,589,436,19,1260,826
131,"
 Vi",7,3,0%,4,3,57%,2.5,7.0,31:42,5.7,297,354,-9,-676,-586
132,"
 Anivia",7,2,0%,4,3,57%,3.1,5.5,29:57,8.7,447,394,15.1,544,470
133,"
 Singed",6,3,0%,5,1,83%,2.8,9.7,33:36,6.1,342,345,-13.3,-236,-278
134,"
 Skarner",6,3,0%,2,4,33%,3.2,9.0,34:49,4.9,165,306,0.4,71,-222
135,"
 Taliyah",6,2,0%,1,5,17%,2.3,3.0,34:15,4.4,426,326,-5.3,622,44
136,"
 Shaco",6,1,0%,3,3,50%,4.0,9.0,30:42,5.1,310,348,-5.5,319,-142
137,"
 Kayle",3,3,0%,1,2,33%,1.9,7.7,28:01,8.8,507,395,-13.5,-206,-648
138,"
 Yorick",5,1,0%,3,2,60%,2.7,10.0,26:23,9.1,457,439,6.8,506,127
139,"
 Fiddlesticks",0,5,0%,,,,,2.8,,,,,,,
140,"
 Amumu",1,3,0%,0,1,0%,1.8,7.0,30:02,1.4,174,225,-,-,-
141,"
 Maokai",4,0,0%,1,3,25%,1.7,-,34:36,2.3,287,231,-13,-1221,-853
142,"
 Nunu",1,2,0%,1,0,100%,7.0,4.0,30:08,5.3,313,357,0,574,-203
143,"
 Teemo",3,0,0%,1,2,33%,2.5,-,30:28,7.1,825,433,15.7,1381,1193
144,"
 Neeko",0,3,0%,,,,,1.3,,,,,,,
145,"
 Fizz",2,0,0%,0,2,0%,1.9,-,32:14,6.3,265,359,-18,-1124,-696
146,"
 Pantheon",2,0,0%,2,0,100%,2.7,-,31:28,5.0,370,337,3,592,158
147,"
 Zyra",2,0,0%,0,2,0%,1.8,-,37:19,0.9,329,223,-13,-15,600
148,"
 Illaoi",0,2,0%,,,,,4.0,,,,,,,
149,"
 Aurelion Sol",2,0,0%,1,1,50%,8.0,-,34:37,8.7,601,433,-20.5,-556,-442
150,"
 Elise",1,0,0%,0,1,0%,0.8,-,41:54,4.1,243,272,-2,195,-359
151,"
 Garen",1,0,0%,0,1,0%,0.8,-,25:26,7.2,555,361,-11,-370,155
152,"
 Master Yi",1,0,0%,0,1,0%,1.2,-,25:40,4.1,291,312,-46,-2238,-1879
153,"
 Quinn",0,1,0%,,,,,8.0,,,,,,,
154,"
 Warwick",1,0,0%,1,0,100%,2.4,-,26:14,5.6,553,405,23,1880,1078
155,"
 Brand",0,0,0%,,,,,-,,,,,,,
156,"
 Katarina",0,0,0%,,,,,-,,,,,,,
157,"
 Rammus",0,0,0%,,,,,-,,,,,,,
158,"
 Swain",0,0,0%,,,,,-,,,,,,,
159,"
 Belveth",0,0,0%,,,,,-,,,,,,,
160,"
 Nilah",0,0,0%,,,,,-,,,,,,,
