,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
74,"
 Quinn",6,4,5%,5,1,83%,4.6,7.8,30:10,8.3,527,428,19,460,536
75,"
 Kennen",6,3,5%,3,3,50%,3.4,9.0,30:52,8.7,467,391,4.8,164,-380
76,"
 Aurelion Sol",2,7,5%,2,0,100%,6.8,5.4,33:33,7.9,493,400,-1,506,506
77,"
 Pyke",3,6,5%,1,2,33%,1.0,7.3,26:13,1.5,152,281,-3.5,-816,-650
78,"
 Lulu",5,3,4%,3,2,60%,4.2,8.0,30:18,3.9,205,293,7,-307,257
79,"
 Wukong",3,5,4%,2,1,67%,3.3,6.0,30:55,7.6,523,422,-14,-151,70
80,"
 Draven",5,2,4%,3,2,60%,3.1,4.0,30:56,8.7,500,458,8.6,992,-16
81,"
 Karma",6,1,4%,2,4,33%,2.8,7.0,30:13,4.4,308,286,6,607,-27
82,"
 Vayne",6,1,4%,1,5,17%,2.1,7.0,33:59,8.1,407,399,-0.2,-196,243
83,"
 Yuumi",4,2,3%,2,2,50%,7.4,2.5,31:58,0.4,291,225,-16.5,148,842
84,"
 Nunu",2,3,3%,1,1,50%,1.9,6.7,37:10,5.4,163,315,1.5,29,-251
85,"
 Tristana",5,0,3%,1,4,20%,1.5,-,30:19,8.6,385,403,14,645,644
86,"
 Heimerdinger",3,1,2%,1,2,33%,4.3,3.0,34:09,8.8,780,408,-8,-248,-871
87,"
 Jinx",4,0,2%,0,4,0%,1.0,-,31:05,9.6,420,385,-32,-1283,-1321
88,"
 Poppy",3,1,2%,1,2,33%,2.4,9.0,30:07,5.5,225,303,-16,-790,-884
89,"
 Sejuani",2,2,2%,0,2,0%,0.6,2.5,27:35,4.4,147,266,-15,-321,-1362
90,"
 Taric",2,2,2%,1,1,50%,4.4,7.5,28:09,1.0,79,232,1,-134,290
91,"
 Tryndamere",2,2,2%,1,1,50%,2.3,1.0,27:44,9.1,339,437,-49,-2047,-1403
92,"
 Yorick",3,1,2%,0,3,0%,0.6,8.0,28:52,8.7,457,399,23,1151,463
93,"
 VelKoz",3,1,2%,1,2,33%,4.4,8.0,30:06,7.9,427,391,-15.7,-576,-271
94,"
 Janna",2,1,2%,0,2,0%,1.1,7.0,27:28,1.4,123,239,-2,-355,-556
95,"
 Sivir",3,0,2%,2,1,67%,10.0,-,32:39,10.7,671,488,-13,-587,282
96,"
 Talon",0,3,2%,,,,,3.7,,,,,,,
97,"
 Ziggs",3,0,2%,0,3,0%,1.1,-,26:32,7.8,643,333,-6,-463,-468
98,"
 Kalista",2,1,2%,1,1,50%,2.3,9.0,30:13,9.1,392,430,-7,-2189,-569
99,"
 Ahri",0,2,1%,,,,,10.0,,,,,,,
100,"
 Corki",2,0,1%,0,2,0%,1.0,-,31:11,8.7,414,381,21.5,1178,-162
101,"
 Nasus",2,0,1%,1,1,50%,1.9,-,30:56,7.3,544,394,15,826,766
102,"
 Swain",2,0,1%,1,1,50%,2.4,-,28:16,6.9,446,378,5,334,-324
103,"
 Trundle",1,1,1%,0,1,0%,0.8,7.0,34:05,4.2,104,270,-8,248,-171
104,"
 Veigar",2,0,1%,0,2,0%,0.6,-,26:25,7.5,297,330,-20,-1822,-1930
105,"
 Zyra",1,1,1%,1,0,100%,6.3,3.0,31:05,0.6,456,304,-16,146,290
106,"
 Illaoi",1,1,1%,1,0,100%,4.3,4.0,36:35,6.6,579,422,-31,-1080,-715
107,"
 Kled",2,0,1%,1,1,50%,4.0,-,35:24,7.0,455,367,-,-,-
108,"
 Neeko",2,0,1%,0,2,0%,6.5,-,32:30,7.9,502,406,-15,-388,-282
109,"
 Aphelios",2,0,1%,0,2,0%,0.6,-,27:13,7.1,521,337,-20.5,-640,-974
110,"
 Yone",1,1,1%,0,1,0%,1.2,7.0,33:54,5.7,315,316,-45,-3731,-2836
111,"
 Brand",1,0,1%,0,1,0%,1.4,-,27:32,6.7,688,338,-43,-2538,-1956
112,"
 Chogath",1,0,1%,1,0,100%,3.7,-,32:25,8.7,380,435,45,1747,1883
113,"
 Darius",1,0,1%,1,0,100%,2.5,-,32:46,7.1,495,414,-,-,-
114,"
 Fizz",1,0,1%,0,1,0%,0.7,-,26:34,9.0,184,365,6,173,-167
115,"
 Maokai",1,0,1%,0,1,0%,0.7,-,33:54,1.0,373,228,5,396,-243
116,"
 Shyvana",0,1,1%,,,,,7.0,,,,,,,
117,"
 Viktor",1,0,1%,0,1,0%,0.4,-,27:29,9.5,426,346,9,-575,-441
118,"
 Xin Zhao",1,0,1%,1,0,100%,-,-,29:40,6.7,193,348,3,548,245
119,"
 Zed",0,1,1%,,,,,9.0,,,,,,,
120,"
 Kayn",1,0,1%,0,1,0%,1.0,-,33:00,7.3,436,329,-13,-287,-562
121,"
 Amumu",0,0,0%,,,,,-,,,,,,,
122,"
 Anivia",0,0,0%,,,,,-,,,,,,,
123,"
 Diana",0,0,0%,,,,,-,,,,,,,
124,"
 Dr. Mundo",0,0,0%,,,,,-,,,,,,,
125,"
 Fiddlesticks",0,0,0%,,,,,-,,,,,,,
126,"
 Garen",0,0,0%,,,,,-,,,,,,,
127,"
 Katarina",0,0,0%,,,,,-,,,,,,,
128,"
 KogMaw",0,0,0%,,,,,-,,,,,,,
129,"
 Lux",0,0,0%,,,,,-,,,,,,,
130,"
 Malzahar",0,0,0%,,,,,-,,,,,,,
131,"
 Master Yi",0,0,0%,,,,,-,,,,,,,
132,"
 Nami",0,0,0%,,,,,-,,,,,,,
133,"
 Rammus",0,0,0%,,,,,-,,,,,,,
134,"
 Rengar",0,0,0%,,,,,-,,,,,,,
135,"
 Riven",0,0,0%,,,,,-,,,,,,,
136,"
 Shaco",0,0,0%,,,,,-,,,,,,,
137,"
 Singed",0,0,0%,,,,,-,,,,,,,
138,"
 Sona",0,0,0%,,,,,-,,,,,,,
139,"
 Soraka",0,0,0%,,,,,-,,,,,,,
140,"
 Teemo",0,0,0%,,,,,-,,,,,,,
141,"
 Twitch",0,0,0%,,,,,-,,,,,,,
142,"
 Udyr",0,0,0%,,,,,-,,,,,,,
143,"
 Urgot",0,0,0%,,,,,-,,,,,,,
144,"
 Vi",0,0,0%,,,,,-,,,,,,,
145,"
 Warwick",0,0,0%,,,,,-,,,,,,,
146,"
 Xerath",0,0,0%,,,,,-,,,,,,,
147,"
 Zac",0,0,0%,,,,,-,,,,,,,
148,"
 Zilean",0,0,0%,,,,,-,,,,,,,
149,"
 Gnar",0,0,0%,,,,,-,,,,,,,
150,"
 Ivern",0,0,0%,,,,,-,,,,,,,
151,"
 Seraphine",0,0,0%,,,,,-,,,,,,,
152,"
 Rell",0,0,0%,,,,,-,,,,,,,
153,"
 Viego",0,0,0%,,,,,-,,,,,,,
154,"
 Gwen",0,0,0%,,,,,-,,,,,,,
155,"
 Akshan",0,0,0%,,,,,-,,,,,,,
156,"
 Vex",0,0,0%,,,,,-,,,,,,,
157,"
 Zeri",0,0,0%,,,,,-,,,,,,,
158,"
 Renata Glasc",0,0,0%,,,,,-,,,,,,,
159,"
 Belveth",0,0,0%,,,,,-,,,,,,,
160,"
 Nilah",0,0,0%,,,,,-,,,,,,,
